mim_number,mim_name,prefix
608181,"ACIDIC CLUSTER PROTEIN, 33-KD; ACP33",Asterisk
608182,POTASSIUM CHANNEL-INTERACTING PROTEIN 4,Asterisk
608183,CHONDROITIN SULFATE SYNTHASE 1; CHSY1,Asterisk
608184,"IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 4; HIGM4",
608185,EXOCYST COMPLEX COMPONENT 4; EXOC4,Asterisk
608186,EXOCYST COMPLEX COMPONENT 3; EXOC3,Asterisk
608187,MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 8; MCM8,Asterisk
608188,CARDIOLIPIN SYNTHASE 1; CRLS1,Asterisk
608189,TROPICAL CALCIFIC PANCREATITIS,Number Sign
608190,N-ACETYLTRANSFERASE 8B; NAT8B,Asterisk
608191,RB-ASSOCIATED KRAB REPRESSOR,Asterisk
608192,SCY1-LIKE PROTEIN 3; SCYL3,Asterisk
608193,"REC8, S. POMBE, HOMOLOG OF; REC8L1",Asterisk
608194,CONE-ROD DYSTROPHY 13; CORD13,Number Sign
608195,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 1; LRRC1,Asterisk
608196,WERNER HELICASE-INTERACTING PROTEIN 1; WRNIP1,Asterisk
608197,PEPTIDOGLYCAN RECOGNITION PROTEIN 3; PGLYRP3,Asterisk
608198,PEPTIDOGLYCAN RECOGNITION PROTEIN 4; PGLYRP4,Asterisk
608199,PEPTIDOGLYCAN RECOGNITION PROTEIN 2; PGLYRP2,Asterisk
608200,CDK5 REGULATORY SUBUNIT-ASSOCIATED PROTEIN 1; CDK5RAP1,Asterisk
608201,CDK5 REGULATORY SUBUNIT-ASSOCIATED PROTEIN 2; CDK5RAP2,Asterisk
608202,CDK5 REGULATORY SUBUNIT-ASSOCIATED PROTEIN 3; CDK5RAP3,Asterisk
608203,NEUTROPHIL IMMUNODEFICIENCY SYNDROME,Number Sign
608204,"UNC93, C. ELEGANS, HOMOLOG OF, B1; UNC93B1",Asterisk
608205,MITOCHONDRIAL TRANS-2-ENOYL-CoA REDUCTASE; MECR,Asterisk
608206,SH3 DOMAIN AND TETRATRICOPEPTIDE REPEAT DOMAIN 2; SH3TC2,Asterisk
608207,"KALA-AZAR, SUSCEPTIBILITY TO, 1; KAZA1",Percent
608208,MEMBRANE-ASSOCIATED RING-CH FINGER PROTEIN 4; MARCH4,Asterisk
608209,DIPEPTIDYL PEPTIDASE X; DPP10,Asterisk
608210,EXOSTOSIN GLYCOSYLTRANSFERASE 2; EXT2,Asterisk
608211,KIDNEY-ASSOCIATED ANTIGEN 1; KAAG1,Asterisk
608212,"IMMUNITY-RELATED GTPase FAMILY, M; IRGM",Asterisk
608213,CELL CYCLE EXIT AND NEURONAL DIFFERENTIATION 1; CEND1,Asterisk
608214,"SODIUM CHANNEL, VOLTAGE-GATED, TYPE III, BETA SUBUNIT; SCN3B",Asterisk
608215,LIM HOMEOBOX GENE 6; LHX6,Asterisk
608216,COMM DOMAIN-CONTAINING PROTEIN 5; COMMD5,Asterisk
608217,"SEIZURES, BENIGN FAMILIAL NEONATAL, 3; BFNS3",Percent
608218,"KERATIN 20, TYPE I; KRT20",Asterisk
608219,"DEAFNESS, AUTOSOMAL RECESSIVE 38; DFNB38",Percent
608220,"SPASTIC PARAPLEGIA 25, AUTOSOMAL RECESSIVE; SPG25",Percent
608221,MICROTUBULE-ASSOCIATED SERINE/THREONINE KINASE-LIKE; MASTL,Asterisk
608222,ADENYLOSUCCINATE LYASE; ADSL,Asterisk
608223,ASPIRIN RESISTANCE,
608224,"DEAFNESS, AUTOSOMAL DOMINANT 41; DFNA41",Number Sign
608225,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 14; GALNT14,Asterisk
608226,"NANOS, DROSOPHILA, HOMOLOG OF, 1; NANOS1",Asterisk
608227,"CRANIOFACIAL ABNORMALITIES, CATARACTS, CONGENITAL HEART DISEASE, SACRAL NEURAL TUBE DEFECTS, AND GROWTH AND DEVELOPMENTAL RETARDATION",
608228,"NANOS, DROSOPHILA, HOMOLOG OF, 2; NANOS2",Asterisk
608229,"NANOS, DROSOPHILA, HOMOLOG OF, 3; NANOS3",Asterisk
608230,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, T TYPE, ALPHA-1I SUBUNIT; CACNA1I",Asterisk
608231,"RAS ASSOCIATION DOMAIN FAMILY, MEMBER 8; RASSF8",Asterisk
608232,"LEUKEMIA, CHRONIC MYELOID; CML",Number Sign
608233,HERMANSKY-PUDLAK SYNDROME 2; HPS2,Number Sign
608234,GALACTOSE-3-O-SULFOTRANSFERASE 3; GAL3ST3,Asterisk
608235,GALACTOSE-3-O-SULFOTRANSFERASE 4; GAL3ST4,Asterisk
608236,"SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT; SNCV",Number Sign
608237,GALACTOSE-3-O-SULFOTRANSFERASE 2; GAL3ST2,Asterisk
608238,SIGNAL PEPTIDE PEPTIDASE-LIKE 2A; SPPL2A,Asterisk
608239,SIGNAL PEPTIDE PEPTIDASE-LIKE 2B,Asterisk
608240,SIGNAL PEPTIDE PEPTIDASE-LIKE 3,Asterisk
608241,SMAD NUCLEAR INTERACTING PROTEIN 1; SNIP1,Asterisk
608242,HECT DOMAIN AND RCC1-LIKE DOMAIN 5; HERC5,Asterisk
608243,NONSTRUCTURAL MAINTENANCE OF CHROMOSOMES ELEMENT 3 HOMOLOG; NSMCE3,Asterisk
608244,OTOSCLEROSIS 3; OTSC3,Percent
608245,"KERATIN 71, TYPE II; KRT71",Asterisk
608246,"KERATIN 72, TYPE II; KRT72",Asterisk
608247,"KERATIN 73, TYPE II; KRT73",Asterisk
608248,"KERATIN 74, TYPE II; KRT74",Asterisk
608249,CYCLIN B1 INTERACTING PROTEIN 1; CCNB1IP1,Asterisk
608250,"SDS3, YEAST, HOMOLOG OF",Asterisk
608251,"PHOBIA, SPECIFIC",Percent
608252,ACTIN FILAMENT-ASSOCIATED PROTEIN 1; AFAP1,Asterisk
608253,TESTIS-SPECIFIC KINASE SUBSTRATE,Asterisk
608254,PAX TRANSCRIPTION ACTIVATION DOMAIN-INTERACTING PROTEIN 1; PAXIP1,Asterisk
608255,TRAF3-INTERACTING PROTEIN 3; TRAF3IP3,Asterisk
608256,"SODIUM CHANNEL, VOLTAGE-GATED, TYPE IV, BETA SUBUNIT; SCN4B",Asterisk
608257,"MANDIBULOFACIAL DYSOSTOSIS WITH PTOSIS, AUTOSOMAL DOMINANT",
608258,DIPEPTIDYL PEPTIDASE IX; DPP9,Asterisk
608259,INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 3; IGF2BP3,Asterisk
608260,"POTASSIUM CHANNEL, VOLTAGE-GATED, SUBFAMILY H, MEMBER 8; KCNH8",Asterisk
608261,"SENTRIN-SPECIFIC PROTEASE FAMILY, MEMBER 2; SENP2",Asterisk
608262,DISRUPTED IN RENAL CARCINOMA 3; DIRC3,Asterisk
608263,HEAT-SHOCK 27-KD PROTEIN-ASSOCIATED PROTEIN 1; HSPBAP1,Asterisk
608264,"DEAFNESS, AUTOSOMAL RECESSIVE 40; DFNB40",Percent
608265,"DEAFNESS, AUTOSOMAL RECESSIVE 39; DFNB39",Number Sign
608266,PARATHYROID CARCINOMA,Number Sign
608267,RAS-RELATED GTP-BINDING PROTEIN C; RRAGC,Asterisk
608268,RAS-RELATED GTP-BINDING PROTEIN D; RRAGD,Asterisk
608269,"SOLUTE CARRIER FAMILY 28 (SODIUM-COUPLED NUCLEOSIDE TRANSPORTER), MEMBER 3; SLC28A3",Asterisk
608270,THREONINE ASPARTASE 1; TASP1,Asterisk
608271,MICROTUBULE-ACTIN CROSS-LINKING FACTOR 1; MACF1,Asterisk
608272,NEURAMINIDASE 1; NEU1,Asterisk
608273,INTERLEUKIN 27; IL27,Asterisk
608274,PROTEIN ARGININE N-METHYLTRANSFERASE 6; PRMT6,Asterisk
608275,"SOLUTE CARRIER FAMILY 22 (ORGANIC CATION TRANSPORTER), MEMBER 15; SLC22A15",Asterisk
608276,"SOLUTE CARRIER FAMILY 22 (ORGANIC CATION TRANSPORTER), MEMBER 16; SLC22A16",Asterisk
608277,CARBOHYDRATE SULFOTRANSFERASE 15; CHST15,Asterisk
608278,"GROWTH FAILURE, MICROCEPHALY, MENTAL RETARDATION, CATARACTS, LARGE JOINT CONTRACTURES, OSTEOPOROSIS, CORTICAL DYSPLASIA, AND CEREBELLAR ATROPHY",
608279,CRANIOSYNOSTOSIS WITH OCULAR ABNORMALITIES AND HALLUCAL DEFECTS,
608280,GROWTH ARREST-SPECIFIC 5; GAS5,Asterisk
608281,"SCIMITAR ANOMALY, MULTIPLE CARDIAC MALFORMATIONS, AND CRANIOFACIAL AND CENTRAL NERVOUS SYSTEM ABNORMALITIES",
608282,TRACE AMINE-ASSOCIATED RECEPTOR 9; TAAR9,Asterisk
608283,KINESIN FAMILY MEMBER 21A; KIF21A,Asterisk
608284,INTRAMEMBRANE PROTEASE 5,Asterisk
608285,NAD SYNTHETASE 1; NADSYN1,Asterisk
608286,PROTOCADHERIN 10; PCDH10,Asterisk
608287,PROTOCADHERIN 18; PCDH18,Asterisk
608288,INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 1; IGF2BP1,Asterisk
608289,INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 2; IGF2BP2,Asterisk
608290,LELIS SYNDROME,Percent
608291,TUBULIN-TYROSINE LIGASE; TTL,Asterisk
608292,STOMATIN-LIKE PROTEIN 2; STOML2,Asterisk
608293,RHO GTPase-ACTIVATING PROTEIN 17; ARHGAP17,Asterisk
608294,NME/NM23 NUCLEOSIDE DIPHOSPHATE KINASE 6; NME6,Asterisk
608295,"FAMILY WITH SEQUENCE SIMILARITY 107, MEMBER A; FAM107A",Asterisk
608296,"FIBROBLAST GROWTH FACTOR, ACIDIC, INTRACELLULAR BINDING PROTEIN; FIBP",Asterisk
608297,REMOVED FROM DATABASE,Caret
608298,"URB, MOUSE, HOMOLOG OF",Asterisk
608299,RING FINGER PROTEIN 34; RNF34,Asterisk
608300,N-ACETYLGLUTAMATE SYNTHASE; NAGS,Asterisk
608301,"LEUCINE-RICH GENE, GLIOMA-INACTIVATED, 2; LGI2",Asterisk
608302,"LEUCINE-RICH GENE, GLIOMA-INACTIVATED, 3; LGI3",Asterisk
608303,"LEUCINE-RICH GENE, GLIOMA-INACTIVATED, 4; LGI4",Asterisk
608304,CANCER/TESTIS ANTIGEN 3; CTAG3,Asterisk
608305,"SOLUTE CARRIER FAMILY 13 (SODIUM-DEPENDENT CITRATE TRANSPORTER), MEMBER 5; SLC13A5",Asterisk
608306,TRANSCRIPTION FACTOR Sp8; SP8,Asterisk
608307,CARBAMOYL PHOSPHATE SYNTHETASE I; CPS1,Plus
608308,ANKYRIN REPEAT AND BTB/POZ DOMAIN CONTAINING 1; ABTB1,Asterisk
608309,PTEN-INDUCED PUTATIVE KINASE 1; PINK1,Asterisk
608310,ARGININOSUCCINATE LYASE; ASL,Asterisk
608311,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL D-ASPARTATE-LIKE 1B; GRINL1B",Asterisk
608312,TWIST NEIGHBOR; TWISTNB,Asterisk
608313,ARGINASE 1; ARG1,Asterisk
608314,SEPTIN 3; SEPT3,Asterisk
608315,ELL-ASSOCIATED FACTOR 1; EAF1,Asterisk
608316,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 2",Percent
608317,GRAINYHEAD-LIKE 3; GRHL3,Asterisk
608318,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 4",Percent
608319,MOVED TO 605097,Caret
608320,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1; ADCAD1",Number Sign
608321,TIR DOMAIN-CONTAINING ADAPTOR MOLECULE 2; TICAM2,Asterisk
608322,KINESIN FAMILY MEMBER 21B; KIF21B,Asterisk
608323,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE C; CMTDIC",Number Sign
608324,SMALL INTEGRAL MEMBRANE PROTEIN 3; SMIM3,Asterisk
608325,PHD FINGER PROTEIN 21A; PHF21A,Asterisk
608326,STOMATIN-LIKE PROTEIN 1; STOML1,Asterisk
608327,STOMATIN-LIKE PROTEIN 3; STOML3,Asterisk
608328,WEILL-MARCHESANI SYNDROME 2; WMS2,Number Sign
608329,MYELIN REGULATORY FACTOR; MYRF,Asterisk
608330,"PRECURSOR mRNA-PROCESSING FACTOR 19, S. CEREVISIAE, HOMOLOG OF; PRPF19",Asterisk
608331,"SOLUTE CARRIER FAMILY 36 (PROTON/AMINO ACID SYMPORTER), MEMBER 2; SLC36A2",Asterisk
608332,"SOLUTE CARRIER FAMILY 36 (PROTON/AMINO ACID SYMPORTER), MEMBER 3; SLC36A3",Asterisk
608333,DOCKING PROTEIN 4; DOK4,Asterisk
608334,DOCKING PROTEIN 5; DOK5,Asterisk
608335,"PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING PROTEIN, FAMILY O, MEMBER 1; PLEKHO1",Asterisk
608336,"TRANSMEMBRANE DOMAIN PROTEIN REGULATED IN ADIPOCYTES, 40-KD",Asterisk
608337,OTU DOMAIN-CONTAINING UBIQUITIN ALDEHYDE-BINDING PROTEIN 1; OTUB1,Asterisk
608338,OTU DOMAIN-CONTAINING UBIQUITIN ALDEHYDE-BINDING PROTEIN 2; OTUB2,Asterisk
608339,SYNTAXIN-BINDING PROTEIN 3; STXBP3,Asterisk
608340,"CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA",Number Sign
608341,CYTOCHROME b5 REDUCTASE 1; CYB5R1,Asterisk
608342,CYTOCHROME b5 REDUCTASE 2; CYB5R2,Asterisk
608343,CYTOCHROME b5 REDUCTASE 4; CYB5R4,Asterisk
608344,HEAT-SHOCK 27-KD PROTEIN 9,Asterisk
608345,"NYSTAGMUS 3, CONGENITAL, AUTOSOMAL DOMINANT; NYS3",Percent
608346,MOVED TO 236670,Caret
608347,DICARBONYL/L-XYLULOSE REDUCTASE; DCXR,Asterisk
608348,"BRANCHED-CHAIN KETO ACID DEHYDROGENASE E1, ALPHA POLYPEPTIDE; BCKDHA",Asterisk
608349,HEMATOPOIETIC SH2 DOMAIN-CONTAINING PROTEIN; HSH2D,Asterisk
608350,ENDOMUCIN; EMCN,Asterisk
608351,"IMMUNOGLOBULIN SUPERFAMILY, MEMBER 11; IGSF11",Asterisk
608352,ACROSIN-BINDING PROTEIN; ACRBP,Asterisk
608353,ANTIZYME INHIBITOR 2; AZIN2,Asterisk
608354,CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION; CMAVM,Number Sign
608355,PARKES WEBER SYNDROME; PKWS,Number Sign
608356,OUTER DENSE FIBER OF SPERM TAILS 3; ODF3,Asterisk
608357,"SULFOTRANSFERASE FAMILY 1C, MEMBER 4; SULT1C4",Asterisk
608358,"MYOPATHY, MYOSIN STORAGE, AUTOSOMAL DOMINANT; MSMA",Number Sign
608359,"SULFOTRANSFERASE FAMILY 4A, MEMBER 1; SULT4A1",Asterisk
608360,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 8A; LRRC8A,Asterisk
608361,"SPONDYLOEPIPHYSEAL DYSPLASIA, KIMBERLEY TYPE; SEDK",Number Sign
608362,STATHMIN-LIKE 3; STMN3,Asterisk
608363,CHROMOSOME 22q11.2 DUPLICATION SYNDROME,Number Sign
608364,LIM DOMAIN AND ACTIN-BINDING PROTEIN 1; LIMA1,Asterisk
608365,T-COMPLEX PROTEIN 10-LIKE; TCP10L,Asterisk
608366,KIAA1199 GENE; KIAA1199,Asterisk
608367,"MYOPIA 17, AUTOSOMAL DOMINANT; MYP17",Percent
608368,"RAD9, S. POMBE, HOMOLOG OF, B; RAD9B",Asterisk
608369,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 13; GALNT13,Asterisk
608370,STEAROYL-CoA DESATURASE 5; SCD5,Asterisk
608371,OROFACIAL CLEFT 4; OFC4,Percent
608372,"DEAFNESS, AUTOSOMAL DOMINANT 49; DFNA49",Percent
608373,SYNAPTOGYRIN 4; SYNGR4,Asterisk
608374,HEMOJUVELIN; HJV,Asterisk
608375,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 6; DNAJC6",Asterisk
608376,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 12; DNAJB12",Asterisk
608377,ADP-RIBOSYLATION FACTOR GTPase-ACTIVATING PROTEIN 1; ARFGAP1,Asterisk
608378,NUCLEAR EXPORT MEDIATOR FACTOR; NEMF,Asterisk
608379,"CHEMOKINE, CC MOTIF, RECEPTOR-LIKE PROTEIN 2; CCRL2",Asterisk
608380,RETINITIS PIGMENTOSA 26; RP26,Number Sign
608381,CERAMIDE KINASE-LIKE; CERKL,Asterisk
608382,"DNAJ/HSP40 HOMOLOG, SUBFAMILY A, MEMBER 3; DNAJA3",Asterisk
608383,DIHYDROPYRIMIDINASE-LIKE 5; DPYSL5,Asterisk
608384,GASDERMIN C; GSDMC,Asterisk
608385,TENSIN 4; TNS4,Asterisk
608386,TUBEROINFUNDIBULAR PEPTIDE OF 39 AMINO ACIDS,Asterisk
608387,ZINC FINGER PROTEIN 213; ZNF213,Asterisk
608388,EVOLUTIONARILY-CONSERVED SIGNALING INTERMEDIATE IN TOLL PATHWAY; ECSIT,Asterisk
608389,BRANCHIOOTIC SYNDROME 3; BOS3,Number Sign
608390,"MYOTONIA, POTASSIUM-AGGRAVATED",Number Sign
608391,"AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 2; AIS2",Percent
608392,"AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 3; AIS3",Percent
608393,"MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE; MCPH6",Number Sign
608394,"DEAFNESS, AUTOSOMAL DOMINANT 43; DFNA43",Percent
608395,MOVED TO 610217,Caret
608396,"SOLUTE CARRIER FAMILY 9 (SODIUM/HYDROGEN EXCHANGER), MEMBER 9; SLC9A9",Asterisk
608397,CUB AND SUSHI MULTIPLE DOMAINS 1; CSMD1,Asterisk
608398,CUB AND SUSHI MULTIPLE DOMAINS 2; CSMD2,Asterisk
608399,CUB AND SUSHI MULTIPLE DOMAINS 3; CSMD3,Asterisk
608400,USH2A GENE; USH2A,Asterisk
608401,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 4E; MS4A4E",Asterisk
608402,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 6E; MS4A6E",Asterisk
608403,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 10; MS4A10",Asterisk
608404,PLATELET GLYCOPROTEIN IV DEFICIENCY,Number Sign
608405,1-AMINOCYCLOPROPANE-1-CARBOXYLATE SYNTHASE; ACCS,Asterisk
608406,"VATER-LIKE DEFECTS WITH PULMONARY HYPERTENSION, LARYNGEAL WEBS, AND GROWTH DEFICIENCY",
608407,DIHYDROPYRIMIDINASE-LIKE 4; DPYSL4,Asterisk
608408,DEVELOPMENTAL PLURIPOTENCY-ASSOCIATED GENE 3; DPPA3,Asterisk
608409,NORMAL MUCOSA OF ESOPHAGUS-SPECIFIC GENE 1,Asterisk
608410,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 7; BMIQ7,Percent
608411,EXPORTIN 6; XPO6,Asterisk
608412,GC-RICH PROMOTER-BINDING PROTEIN 1; GPBP1,Asterisk
608413,UBIQUITIN-PROTEIN LIGASE E3 COMPONENT N-RECOGNIN 5; UBR5,Asterisk
608414,"PHOSPHOLIPASE C, EPSILON-1; PLCE1",Asterisk
608415,PROLONGED ELECTRORETINAL RESPONSE SUPPRESSION; PERRS,Number Sign
608416,MATRIX METALLOPROTEINASE 21; MMP21,Asterisk
608417,MATRIX METALLOPROTEINASE 28; MMP28,Asterisk
608418,SEPTIN 8; SEPT8,Asterisk
608419,METHYLMALONYL-CoA EPIMERASE; MCEE,Asterisk
608420,PANNEXIN 1; PANX1,Asterisk
608421,PANNEXIN 2; PANX2,Asterisk
608422,PANNEXIN 3; PANX3,Asterisk
608423,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 2; LGMDD2",Number Sign
608424,MUCIN 17; MUC17,Asterisk
608425,FRUCTOSAMINE 3-KINASE,Asterisk
608426,MAKORIN 2; MKRN2,Asterisk
608427,PARKIN COREGULATED GENE; PACRG,Asterisk
608428,"CYTOCHROME P450, SUBFAMILY XXVIC, POLYPEPTIDE 1; CYP26C1",Asterisk
608429,CARBOHYDRATE SULFOTRANSFERASE 14; CHST14,Asterisk
608430,TRPC4-ASSOCIATED PROTEIN; TRPC4AP,Asterisk
608431,GTPase-ACTIVATING PROTEIN SH3 DOMAIN-BINDING PROTEIN 1; G3BP1,Asterisk
608432,"CRANIOSYNOSTOSIS, CALCIFICATION OF BASAL GANGLIA, AND FACIAL DYSMORPHISM",
608433,ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 18; ZBTB18,Asterisk
608434,G PROTEIN-COUPLED RECEPTOR KINASE-INTERACTING PROTEIN 1; GIT1,Asterisk
608435,MUSCLE RAS VIRAL ONCOGENE HOMOLOG; MRAS,Asterisk
608436,"SULFOTRANSFERASE FAMILY 1B, MEMBER 1; SULT1B1",Asterisk
608437,"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 4; SLEB4",Percent
608438,TOUSLED-LIKE KINASE 1; TLK1,Asterisk
608439,TOUSLED-LIKE KINASE 2; TLK2,Asterisk
608440,"LACTAMASE, BETA; LACTB",Asterisk
608441,SPECTRIN REPEAT-CONTAINING NUCLEAR ENVELOPE PROTEIN 1; SYNE1,Asterisk
608442,SPECTRIN REPEAT-CONTAINING NUCLEAR ENVELOPE PROTEIN 2; SYNE2,Asterisk
608443,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3; MRT3",Number Sign
608444,LYSINE-SPECIFIC METHYLTRANSFERASE 2E; KMT2E,Asterisk
608445,SPEECH-SOUND DISORDER,Percent
608446,"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO",Number Sign
608447,CAROTID INTIMAL MEDIAL THICKNESS 2,Percent
608448,INFLAMMATORY BOWEL DISEASE 9; IBD9,Percent
608449,POLYPYRIMIDINE TRACT-BINDING PROTEIN 2; PTBP2,Asterisk
608450,B-CELL ACUTE LYMPHOBLASTIC LEUKEMIA-EXPRESSED GENE; BLACE,Asterisk
608451,ETHE1 GENE; ETHE1,Asterisk
608452,PLATELET-DERIVED GROWTH FACTOR C; PDGFC,Asterisk
608453,CAS-BR-M MURINE ECOTROPIC RETROVIRAL TRANSFORMING SEQUENCE C; CBLC,Asterisk
608454,MOVED TO 267750,Caret
608455,"GLYCOGEN PHOSPHORYLASE, MUSCLE; PYGM",Asterisk
608456,FAMILIAL ADENOMATOUS POLYPOSIS 2; FAP2,Number Sign
608457,CHROMOBOX HOMOLOG 7; CBX7,Asterisk
608458,NEUROCHONDRIN; NCDN,Asterisk
608459,CYCLIN-DEPENDENT KINASE-LIKE 3; CDKL3,Asterisk
608460,ZINC FINGER PROTEIN 276; ZFP276,Asterisk
608461,"COLLAGEN, TYPE XXVII, ALPHA-1; COL27A1",Asterisk
608462,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 8; HSCR8",Percent
608463,APOPTOSIS-ANTAGONIZING TRANSCRIPTION FACTOR; AATF,Asterisk
608464,ANGIOGENIC FACTOR WITH G-PATCH AND FHA DOMAINS 1; AGGF1,Asterisk
608465,SENATAXIN; SETX,Asterisk
608466,ACTIVATOR OF HEAT-SHOCK 90-KD PROTEIN ATPase 1; AHSA1,Asterisk
608467,STONIN 2; STON2,Asterisk
608468,CARBON CATABOLITE REPRESSION 4-LIKE; CCRN4L,Asterisk
608469,DEAD/H BOX 17; DDX17,Asterisk
608470,"CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE; CDRB",Number Sign
608471,"CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A",Number Sign
608472,"ST6 BETA-GALACTOSAMIDE ALPHA-2,6-SIALYLTRANSFERASE 2; ST6GAL2",Asterisk
608473,"ANAPHASE-PROMOTING COMPLEX, SUBUNIT 1; ANAPC1",Asterisk
608474,"MYOPIA 5, AUTOSOMAL DOMINANT; MYP5",Percent
608475,3-HYDROXYISOBUTYRATE DEHYDROGENASE; HIBADH,Asterisk
608476,TBK1-BINDING PROTEIN 1; TBKBP1,Asterisk
608477,"ALDO-KETO REDUCTASE FAMILY 7, MEMBER A3; AKR7A3",Asterisk
608478,"ALDO-KETO REDUCTASE FAMILY 7, MEMBER A4",Asterisk
608479,"SOLUTE CARRIER FAMILY 26 (SULFATE TRANSPORTER), MEMBER 7; SLC26A7",Asterisk
608480,"SOLUTE CARRIER FAMILY 26 (SULFATE TRANSPORTER), MEMBER 8; SLC26A8",Asterisk
608481,"SOLUTE CARRIER FAMILY 26 (SULFATE TRANSPORTER), MEMBER 9; SLC26A9",Asterisk
608482,MATRIX METALLOPROTEINASE 25; MMP25,Asterisk
608483,AKT-INTERACTING PROTEIN; AKTIP,Asterisk
608484,"CONGENITAL CORNEAL OPACITIES, CORNEA GUTTATA, AND CORECTOPIA",
608485,TRANSLOCATION-ASSOCIATED MEMBRANE PROTEIN 2; TRAM2,Asterisk
608486,METASTASIS SUPPRESSOR 1; MTSS1,Asterisk
608487,TRIPARTITE MOTIF-CONTAINING PROTEIN 5; TRIM5,Asterisk
608488,SPARC-RELATED MODULAR CALCIUM-BINDING 1; SMOC1,Asterisk
608489,STROMAL ANTIGEN 3; STAG3,Asterisk
608490,"SOLUTE CARRIER FAMILY 38 (AMINO ACID TRANSPORTER), MEMBER 1; SLC38A1",Asterisk
608491,CYCLIN D-BINDING MYB-LIKE TRANSCRIPTION FACTOR 1; DMTF1,Asterisk
608492,"OLFACTORY RECEPTOR, FAMILY 5, SUBFAMILY F, MEMBER 1; OR5F1",Asterisk
608493,"OLFACTORY RECEPTOR, FAMILY 10, SUBFAMILY A, MEMBER 1; OR10A1",Asterisk
608494,"OLFACTORY RECEPTOR, FAMILY 2, SUBFAMILY D, MEMBER 2; OR2D2",Asterisk
608495,"OLFACTORY RECEPTOR, FAMILY 6, SUBFAMILY A, MEMBER 2; OR6A2",Asterisk
608496,"OLFACTORY RECEPTOR, FAMILY 5, SUBFAMILY I, MEMBER 1; OR5I1",Asterisk
608497,"OLFACTORY RECEPTOR, FAMILY 2, SUBFAMILY F, MEMBER 1; OR2F1",Asterisk
608498,ZONA PELLUCIDA-BINDING PROTEIN; ZPBP,Asterisk
608499,ZONA PELLUCIDA-BINDING PROTEIN 2; ZPBP2,Asterisk
608500,"PRICKLE, DROSOPHILA, HOMOLOG OF, 1; PRICKLE1",Asterisk
608501,"PRICKLE, DROSOPHILA, HOMOLOG OF, 2; PRICKLE2",Asterisk
608502,POLY(rC)-BINDING PROTEIN 3; PCBP3,Asterisk
608503,POLY(rC)-BINDING PROTEIN 4; PCBP4,Asterisk
608504,RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 15; ARHGEF15,Asterisk
608505,MOVED TO 225750,Caret
608506,MITOFUSIN 1; MFN1,Asterisk
608507,MITOFUSIN 2; MFN2,Asterisk
608508,"CYTOCHROME b(-245), ALPHA SUBUNIT; CYBA",Asterisk
608509,"ALOPECIA UNIVERSALIS CONGENITA, XY GONADAL DYSGENESIS, AND LARYNGOMALACIA",
608510,SH2 DOMAIN-CONTAINING 1B; SH2D1B,Asterisk
